"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX1075452","GSM1726119: Metazome_Echinodermata_timecourse_sample_0084; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974597","","7.65","1","421392","14748720","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075451","GSM1726118: Metazome_Echinodermata_timecourse_sample_0083; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974606","","32.31","1","1806185","63216475","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075450","GSM1726117: Metazome_Echinodermata_timecourse_sample_0082; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974603","","26.96","1","1509362","52827670","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075449","GSM1726116: Metazome_Echinodermata_timecourse_sample_0081; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974605","","33.35","1","1888051","66081785","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075448","GSM1726115: Metazome_Echinodermata_timecourse_sample_0080; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974604","","41.73","1","2352891","82351185","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075447","GSM1726114: Metazome_Echinodermata_timecourse_sample_0079; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974610","","22.77","1","1268660","44403100","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075446","GSM1726113: Metazome_Echinodermata_timecourse_sample_0078; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974607","","42.59","1","2370681","82973835","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075445","GSM1726112: Metazome_Echinodermata_timecourse_sample_0077; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974608","","31.53","1","1722785","60297475","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075444","GSM1726111: Metazome_Echinodermata_timecourse_sample_0076; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974601","","27.23","1","1506708","52734780","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075443","GSM1726110: Metazome_Echinodermata_timecourse_sample_0075; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974602","","19.1","1","1058600","37051000","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075442","GSM1726109: Metazome_Echinodermata_timecourse_sample_0074; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974611","","50.17","1","2786163","97515705","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075441","GSM1726108: Metazome_Echinodermata_timecourse_sample_0073; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974715","","10.07","1","545114","19078990","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075440","GSM1726107: Metazome_Echinodermata_timecourse_sample_0072; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974707","","40.5","1","2259191","79071685","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075439","GSM1726106: Metazome_Echinodermata_timecourse_sample_0071; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974712","","27.28","1","1521166","53240810","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075438","GSM1726105: Metazome_Echinodermata_timecourse_sample_0070; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974708","","231.66","1","12675549","443644215","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075437","GSM1726104: Metazome_Echinodermata_timecourse_sample_0069; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974716","","11.34","1","611920","21417200","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075436","GSM1726103: Metazome_Echinodermata_timecourse_sample_0068; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974719","","58.49","1","3272563","114539705","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075435","GSM1726102: Metazome_Echinodermata_timecourse_sample_0067; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974722","","34.55","1","1890486","66167010","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075433","GSM1726101: Metazome_Echinodermata_timecourse_sample_0066; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974724","","40.43","1","2275387","79638545","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075432","GSM1726100: Metazome_Echinodermata_timecourse_sample_0065; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974723","","17.15","1","943606","33026210","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075431","GSM1726099: Metazome_Echinodermata_timecourse_sample_0064; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974731","","56.9","1","3180204","111307140","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075430","GSM1726098: Metazome_Echinodermata_timecourse_sample_0063; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974733","","27.25","1","1478977","51764195","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075429","GSM1726097: Metazome_Echinodermata_timecourse_sample_0062; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974734","","28.88","1","1598251","55938785","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075428","GSM1726096: Metazome_Echinodermata_timecourse_sample_0061; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974732","","12.27","1","662166","23175810","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075427","GSM1726095: Metazome_Echinodermata_timecourse_sample_0060; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974729","","65.6","1","3664853","128269855","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075426","GSM1726094: Metazome_Echinodermata_timecourse_sample_0059; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974730","","15.9","1","852483","29836905","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075425","GSM1726093: Metazome_Echinodermata_timecourse_sample_0058; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974736","","62.36","1","3455201","120932035","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075424","GSM1726092: Metazome_Echinodermata_timecourse_sample_0057; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974737","","25.71","1","1387504","48562640","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075423","GSM1726091: Metazome_Echinodermata_timecourse_sample_0056; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974735","","8.37","1","449915","15747025","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075422","GSM1726090: Metazome_Echinodermata_timecourse_sample_0055; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974743","","50.03","1","2716819","95088665","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075421","GSM1726089: Metazome_Echinodermata_timecourse_sample_0054; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974739","","97.27","1","5481746","191861110","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075420","GSM1726088: Metazome_Echinodermata_timecourse_sample_0053; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974740","","27.03","1","1460204","51107140","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075419","GSM1726087: Metazome_Echinodermata_timecourse_sample_0052; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974741","","43.76","1","2419523","84683305","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075418","GSM1726086: Metazome_Echinodermata_timecourse_sample_0051; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974742","","27.96","1","1542894","54001290","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075417","GSM1726085: Metazome_Echinodermata_timecourse_sample_0050; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974744","","93.18","1","5221553","182754355","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075416","GSM1726084: Metazome_Echinodermata_timecourse_sample_0049; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974745","","30.53","1","1697291","59405185","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075415","GSM1726083: Metazome_Echinodermata_timecourse_sample_0048; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974747","","28.79","1","1579696","55289360","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075414","GSM1726082: Metazome_Echinodermata_timecourse_sample_0047; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974748","","15.25","1","836443","29275505","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075413","GSM1726081: Metazome_Echinodermata_timecourse_sample_0046; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974750","","16.78","1","905909","31706815","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075412","GSM1726080: Metazome_Echinodermata_timecourse_sample_0045; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974752","","100.08","1","5587484","195561940","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075411","GSM1726079: Metazome_Echinodermata_timecourse_sample_0044; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974753","","23.64","1","1309164","45820740","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075410","GSM1726078: Metazome_Echinodermata_timecourse_sample_0043; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974751","","41.47","1","2263010","79205350","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075409","GSM1726077: Metazome_Echinodermata_timecourse_sample_0042; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974749","","113.91","1","6189714","216639990","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075408","GSM1726076: Metazome_Echinodermata_timecourse_sample_0041; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974754","","234.35","1","12684566","443959810","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075407","GSM1726075: Metazome_Echinodermata_timecourse_sample_0040; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974759","","29.65","1","1683403","58919105","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075406","GSM1726074: Metazome_Echinodermata_timecourse_sample_0039; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974760","","70.87","1","3973910","139086850","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075405","GSM1726073: Metazome_Echinodermata_timecourse_sample_0038; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974755","","99.71","1","5553882","194385870","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075404","GSM1726072: Metazome_Echinodermata_timecourse_sample_0037; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974761","","18.27","1","994360","34802600","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075403","GSM1726071: Metazome_Echinodermata_timecourse_sample_0036; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974764","","29.43","1","1651712","57809920","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
